-3.759309474235425497e-01,5.204884721737138564e-01,5.224708433349617431e-01,9.864249101866306990e-01
4.898252944748145987e-01,-1.900704856261726250e-01,-1.963770606462774682e-01,-1.908255764657541542e+00
-2.252703726283254715e-01,4.750239703454862683e-01,4.858700141663424565e-01,2.349568340694534463e+00
4.303244085892439508e-02,6.867601774728370190e-01,6.808115918115429377e-01,-9.382667379228395443e-01
1.032135828000101840e+00,-2.514877635848895565e-01,-2.497015431691893828e-01,-1.246533284270458619e+00
1.329934537795738780e+00,-9.727675120471646064e-01,-9.713075136906408336e-01,-6.542939218825563064e-01
6.840370188060169721e-01,-8.780048837345455492e-01,-8.796345667992512274e-01,5.537887278794882961e-01
-5.025264710120929124e-01,1.517741550928843330e-01,1.502641337165521729e-01,1.634819691493965887e+00
-1.473740633203785054e-03,-2.719086054735998514e-01,-2.732312927742062136e-01,-1.734929503784910843e+00
-2.507765618448912770e-01,-2.966403740156707269e-01,-2.946309828053376711e-01,9.273353858332883393e-01
-3.938579354927076448e-01,-2.361460962922559137e-01,-2.375730210447931923e-01,-3.963922428550701316e-01
-7.429585842720862754e-01,3.143044251793829930e-02,3.071847241842559986e-02,7.256960233197966570e-01
-1.138025533161916014e+00,6.708219407843488691e-01,6.682809322845711941e-01,8.008664316425768703e-01
-9.162799479633569888e-01,9.489721401385838861e-01,9.506736108030616750e-01,6.427252182379984691e-02
2.294941969207363319e-01,8.911273063990288179e-02,9.008720491900816529e-02,-1.668508301364445945e+00
3.446487969665428808e-01,-1.579021522457069171e-01,-1.552975352692318733e-01,4.834762566122440819e-01
4.775235511069152450e-01,-4.129818794736492826e-01,-4.162507429713695473e-01,-7.439563964027826604e-01
-3.922209355764008087e-01,3.971467160131835761e-01,4.030095124497902193e-01,2.040206068202411238e+00
-5.414453090268058766e-01,1.093837241758408130e+00,1.093536642549846505e+00,1.826212983792583067e-01
8.125883068786289298e-01,8.177754904413710169e-02,8.478726950461291934e-02,-2.405872387218065622e+00
1.489931208934331508e+00,-1.097593155854765135e+00,-1.120595236728798350e+00,-2.087330673426603111e-01
4.284833301079587486e-01,-4.121649021699097526e-01,-4.056967631359290061e-01,9.779194272324064352e-01
7.485461102388714094e-01,-1.093907815857370291e+00,-1.150069120530530009e+00,-1.990836148297148389e+00
-7.943361677084056494e-01,-1.219223111378304608e-01,-7.337273537757411923e-02,5.196381756867158863e+00
-2.022818556238320742e+00,2.178681960269613693e+00,2.193981368200709881e+00,-1.049286301098716123e+00
4.131148557239367469e-01,3.121406156963583700e-01,2.992525090254776199e-01,-2.701494469882724125e+00
4.633458388850831833e-01,1.885321395238234998e-01,1.620006476300669962e-01,1.436219630756301546e+00
1.469371112913339106e+00,-9.186483152290332299e-01,-9.103738868207457147e-01,-2.684275516006269680e+00
4.567377746655419957e-01,-6.169132676624485834e-01,-6.195297845392534475e-01,-1.304903969295035715e+00
-4.344991518831755606e-01,9.713290358034006380e-03,1.629980301086311062e-02,2.070256139703195775e+00
-1.016216135307935120e-03,-3.865988513747358191e-01,-3.954197638721823060e-01,-1.934491832263932398e+00
6.545138188413208991e-02,-9.561023706065888694e-01,-9.538672786311253038e-01,2.499966854280655584e-02
-7.618042568406292459e-01,-5.327272452763751609e-01,-5.224213335079351817e-01,7.878857420161826663e-01
-1.120456413972915399e+00,-3.646583827596046046e-01,-3.634955964641320425e-01,-1.297598192966916142e-01
-3.552227636844993430e-01,4.917860497646369677e-01,4.936768877139311451e-01,9.322532309367466130e-01
-1.834155970725656337e-01,7.157079940127424322e-01,7.150521345140269380e-01,-1.089491650245172638e-01
1.620595973747227247e-01,7.703490978858704707e-01,7.698129111954538084e-01,1.645667016641053637e-01
8.129787192117412520e-01,4.680611667158942613e-01,4.641180457538524595e-01,-6.649858600370597284e-01
1.020549446573370655e+00,4.724281341333532169e-01,4.644498812231976359e-01,3.864390209480649818e-01
1.283304417031858602e+00,5.028738936046012187e-01,5.025694247878856880e-01,-1.620508015560198078e-01
-1.478443710619341545e-01,2.048037554296219809e-01,2.056371216616848796e-01,3.870364246755050863e-01
-2.158556620667912984e-01,4.910203392347543550e-01,4.921103739924074794e-01,3.218862414276766892e-01
1.914025855481421567e-01,3.300599595484438042e-01,3.279049176660728815e-01,-4.883347669775754407e-01
8.218651702049538654e-01,-3.391771717476367298e-01,-3.450880618096722752e-01,-9.897076288412094414e-01
1.109859334758701299e-01,2.942213836477960975e-01,2.932927080964327637e-01,1.765265821479584218e+00
3.598176797096376833e-01,3.400844125905198023e-01,3.448935715778397859e-01,-9.181157846929173250e-01
1.654248659186861314e-01,7.808760212401268941e-01,7.739047754636690923e-01,1.358237084768587177e+00
7.869777891224675193e-01,6.407805961018013807e-01,6.429176509556567831e-01,-1.039343421207304496e+00
-4.548303768274680192e-01,6.297650168138223536e-01,6.320682086554844092e-01,1.193462824847966841e+00
7.014205771709408621e-01,-3.804730378841337246e-01,-3.891624036058783931e-01,-2.596366914004669013e+00
2.258731708413404954e-02,2.532683457376088548e-02,3.614199334238294564e-02,2.245689251273692122e+00
