-6.174529344099559669e-01,-2.945763784052746748e-01,-2.915539765564043595e-01,-1.314618389151874234e-01,1.179501414299011230e-01
-9.933838818334985721e-01,2.259120937684391817e-01,2.309168667785574114e-01,8.549630712714432201e-01,-1.045040041208267212e-01
-5.035585873586839734e-01,3.584160814226654973e-02,3.453980613227995017e-02,-1.053292693386098211e+00,1.643607914447784424e-01
-7.288289599870094726e-01,5.108655784877528250e-01,5.204098202986223720e-01,1.296275647308436030e+00,6.709202378988265991e-02
-6.857965191280850359e-01,1.197625755960589622e+00,1.201221412110165199e+00,3.580089093855965410e-01,-8.782730251550674438e-02
3.463393088720168045e-01,9.461379923757001764e-01,9.515198689409758437e-01,-8.885243748848621337e-01,-1.723252534866333008e-01
1.676273846667755585e+00,-2.662951967146438143e-02,-1.978764474966485803e-02,-1.542818296767418440e+00,-1.109161674976348877e-01
2.360310865473772779e+00,-9.046344034060098682e-01,-8.994222115489159952e-01,-9.890295688879300329e-01,8.807429671287536621e-02
1.857784394461679645e+00,-7.528602483131255907e-01,-7.491580778323638778e-01,6.457901226060359656e-01,-1.099730581045150757e-01
1.856310653828475932e+00,-1.024768853786725442e+00,-1.022389370606570091e+00,-1.089139381178874988e+00,-6.961964070796966553e-03
1.605534091983584544e+00,-1.321409227802396114e+00,-1.317020353411907818e+00,-1.618039953455867042e-01,-4.925784468650817871e-02
1.211676156490876677e+00,-1.557555324094652027e+00,-1.554593374456701094e+00,-5.581962382006568912e-01,3.554407134652137756e-02
4.687175722187906235e-01,-1.526124881576713888e+00,-1.523874902038275581e+00,1.674997851191397658e-01,1.353617906570434570e-01
-6.693079609431252797e-01,-8.553029407923647964e-01,-8.555939697537042754e-01,9.683662167617165251e-01,1.488640755414962769e-01
-1.585587908906482157e+00,9.366919934621908972e-02,9.507964104935735794e-02,1.032638738585516247e+00,-4.589305818080902100e-02
-1.356093711985745909e+00,1.827819299861219715e-01,1.851668459683655232e-01,-6.358695627789294758e-01,8.872246369719505310e-03
-1.011444915019202861e+00,2.487977774041504747e-02,2.986931069913364989e-02,-1.523933061666854494e-01,-1.090941652655601501e-01
-5.339213639122878385e-01,-3.881021017332342282e-01,-3.863814322722359251e-01,-8.963497025694681097e-01,1.003529503941535950e-01
-9.261422994886886473e-01,9.044614279949299285e-03,1.662808017755426984e-02,1.143856365632943017e+00,9.522552788257598877e-02
-1.467587608515494413e+00,1.102881856038357311e+00,1.110164722727400743e+00,1.326477664012201352e+00,-1.328786909580230713e-01
-6.549993016368655940e-01,1.184659405082494343e+00,1.194951992232013760e+00,-1.079394723205864492e+00,-2.079363353550434113e-02
8.349319072974659139e-01,8.706624922772915331e-02,7.435675550321524385e-02,-1.288127790548524887e+00,8.930169045925140381e-02
1.263415237405424829e+00,-3.250986529421805438e-01,-3.313400076327138177e-01,-3.102083633161183962e-01,-1.188279762864112854e-01
2.011961347644296350e+00,-1.419006468799550724e+00,-1.481409128163243993e+00,-2.301044511613266952e+00,1.620187610387802124e-01
1.217625179935890589e+00,-1.540928779937381199e+00,-1.554781863540818154e+00,2.895337245253891467e+00,1.086300760507583618e-01
-8.051933763024301527e-01,6.377531803322324944e-01,6.391995046598919483e-01,1.846050944155175566e+00,-1.004806831479072571e-01
-3.920785205784934058e-01,9.498937960285908089e-01,9.384520136853695682e-01,-8.554435257275485593e-01,7.160428911447525024e-02
7.126731830658977751e-02,1.138425935552414225e+00,1.100452661315436620e+00,5.807761050287532090e-01,-1.069080159068107605e-01
-6.174529344099559669e-01,-2.945763784052746748e-01,-2.915539765564043595e-01,-1.314618389151874234e-01,-1.553375869989395142e-01
-1.607151597444139990e-01,-9.114896460677233136e-01,-9.110837610956578070e-01,-1.436365808210223083e+00,8.406141400337219238e-02
-5.952143116275895318e-01,-9.017763557096892812e-01,-8.947839580847946062e-01,6.338903314929728028e-01,-1.350076943635940552e-01
-5.962305277628975331e-01,-1.288375207084424989e+00,-1.290203721956977079e+00,-1.300601500770959484e+00,-1.434207707643508911e-01
-5.307791458787654015e-01,-2.244477577691013970e+00,-2.244071000588102383e+00,-1.275601832228153043e+00,-4.949766397476196289e-02
-1.292583402719394536e+00,-2.777204822967389131e+00,-2.766492334096037453e+00,-4.877160902119702102e-01,-6.044252216815948486e-02
-6.174529344099559669e-01,-2.945763784052746748e-01,-2.915539765564043595e-01,-1.314618389151874234e-01,1.115329861640930176e-01
-9.726756980944553099e-01,1.972096713593622930e-01,2.021229111575268134e-01,8.007913920215591341e-01,1.040760055184364319e-01
-1.156091295167021027e+00,9.129176653721047252e-01,9.171750456715538347e-01,6.918422269970418981e-01,1.229650303721427917e-01
-9.940316977922981634e-01,1.683266763257975196e+00,1.686987956867007643e+00,8.564089286611472618e-01,4.458793997764587402e-02
-1.810529785805570224e-01,2.151327929973869679e+00,2.151106002620860380e+00,1.914230686240875889e-01,8.693152666091918945e-02
8.394964679928135221e-01,2.623756064107222841e+00,2.615555883844058016e+00,5.778620895721525708e-01,6.984782963991165161e-02
-6.174529344099559669e-01,-2.945763784052746748e-01,-2.915539765564043595e-01,-1.314618389151874234e-01,4.648052901029586792e-02
-7.652973054718901214e-01,-8.977262297565268001e-02,-8.591685489471946602e-02,2.555745857603177185e-01,8.726069331169128418e-02
-9.811529675386815308e-01,4.012477162591017166e-01,4.061935190976879717e-01,5.774608271879944077e-01,3.067939542233943939e-02
-7.897503819905393740e-01,7.313076758075455208e-01,7.340984367637609642e-01,8.912606021041891147e-02,-9.084787964820861816e-02
3.211478821441452608e-02,3.921305040599087355e-01,3.890103749540885780e-01,-9.005815686307907519e-01,1.145744323730468750e-01
1.431007216902846491e-01,6.863518877077049440e-01,6.823030830505212307e-01,8.646842528487934665e-01,1.522729825228452682e-02
5.029184013999223879e-01,1.026436300298224635e+00,1.027196654628361072e+00,-5.343153184412376827e-02,1.712319701910018921e-01
6.683432673186084916e-01,1.807312321538351529e+00,1.801101430092030276e+00,1.304805552924463319e+00,5.605352297425270081e-02
-6.174529344099559669e-01,-2.945763784052746748e-01,-2.915539765564043595e-01,-1.314618389151874234e-01,1.423715502023696899e-01
-1.072283311237424153e+00,3.351886384085476789e-01,3.405142320990800497e-01,1.062000985932779251e+00,-1.598919481039047241e-01
-3.708627340664831240e-01,-4.528439947558601103e-02,-4.864817150679829477e-02,-1.534365928071889762e+00,9.271737188100814819e-02
-3.482754169823490398e-01,-1.995756490182512555e-02,-1.250617816441534740e-02,7.113233232018024710e-01,-9.079074114561080933e-02
-1.797544074842023082e-02,-1.893299135704866465e-01,-1.917699669066930679e-01,-9.307924675731470421e-01,1.359415501356124878e-01
-2.905251005574703282e-01,1.920641980422301276e-01,1.874441312895846756e-01,1.047307633215789124e+00,4.976997524499893188e-02
