5.121059899639281987e-01,2.022477479719252957e-01,1.953989216721321032e-01,8.935203474743805274e-02,-2.055253386497497559e-01
5.698135832534571010e-01,1.850362349633778367e-02,1.023637093846256271e-02,-1.071155959135459801e+00,-2.503733634948730469e-01
7.028156664415229349e-01,-6.478542712238375412e-01,-6.549622075574536018e-01,-1.535184157475164568e+00,2.552845180034637451e-01
6.291002180429399182e-01,-1.150639973626615076e+00,-1.152734785440323151e+00,4.318554100339636048e-01,-1.186958625912666321e-01
2.371602549562362439e-01,-7.438331275988391278e-01,-7.482341189423560301e-01,1.489800255519557921e-02,9.227537363767623901e-02
5.550287496217356370e-02,-8.648727182505595579e-01,-8.694039823295769409e-01,4.911843113049721432e-01,-1.253600120544433594e-01
-1.898749671655583504e-01,-7.728864100484382771e-01,-7.779359943304470226e-01,-4.968948351924007967e-01,-2.418867796659469604e-01
-2.702076149115468784e-01,-1.261198595583940874e+00,-1.264904838957264355e+00,-1.429040054191844877e+00,1.764898560941219330e-02
-4.722254469031257340e-01,-1.771948211137994278e+00,-1.769885687792796425e+00,-6.778954697547173724e-02,8.445286191999912262e-03
-9.108611712151092332e-01,-1.735393913908013008e+00,-1.733365488365778972e+00,1.569109023320056640e-01,-1.497443318367004395e-01
-1.291544020968628859e+00,-1.858734598334389254e+00,-1.858789197296605522e+00,-7.795116694761107246e-01,-1.153332144021987915e-01
-1.636540321544431631e+00,-2.271504519468932948e+00,-2.262648269705576087e+00,-6.875315376892120467e-01,-1.683147698640823364e-01
5.121059899639281987e-01,2.022477479719252957e-01,1.953989216721321032e-01,8.935203474743805274e-02,-2.573680877685546875e-01
6.176400638513609431e-01,-1.480079018051331796e-01,-1.564558643471013200e-01,-1.553328259414696433e+00,1.961854845285415649e-01
6.576271353171826428e-01,-6.718826999516649412e-01,-6.762772578246634136e-01,3.885537362753804791e-01,-1.547934263944625854e-01
3.993416242635994262e-01,-3.754984536491914882e-01,-3.824432529826929938e-01,-2.596031030471389056e-01,1.046473383903503418e-01
3.178317543416857016e-01,-5.836940797297601735e-01,-5.902157618109915571e-01,4.794690373250763415e-01,-2.543958723545074463e-01
1.435709249707579904e-01,-5.174904235967306976e-01,-5.205516178656719450e-01,-9.731842166974624675e-01,1.426783949136734009e-01
9.673083801471894783e-02,-9.983316339188934574e-01,-1.002185571500048056e+00,2.848245869241560202e-01,-1.350431889295578003e-01
-1.979186609849861445e-01,-8.327936298371486634e-01,-8.374078482444761162e-01,-4.272518032178894143e-01,1.750866174697875977e-01
