6.798519284984752553e-02,-2.594302763730684802e-01,-2.610610090639639003e-01,-1.018379907821442165e+00
4.859407538698008039e-02,-4.269656722545881467e-01,-4.277759730940664529e-01,-4.606616652216502517e-02
-6.257241988178965930e-02,-3.340515772865929600e-01,-3.337279597315091495e-01,3.908160959479261565e-01
-1.074573574937747467e-01,-4.050036989201067916e-01,-4.060718550560195594e-01,-5.120178710464003968e-01
-1.815399791063271040e-01,-4.556701814245454063e-01,-4.548257745174245081e-01,1.083885751765109595e-01
-3.255712247530567205e-01,-2.511434215073259923e-01,-2.457649387202663072e-01,7.353465402543079010e-01
-3.815821953451337123e-01,-2.004382085651645606e-01,-2.004990531211510163e-01,-2.396914330529495429e-01
-4.829468806258477298e-01,2.516147994872023133e-02,2.563198944103408858e-02,1.027559994746827465e+00
-4.156054236278149960e-01,-1.731946471640209151e-01,-1.740851925464599048e-01,-1.393193288132950736e+00
-5.154205066206762886e-01,2.166282162598211561e-02,2.468337383012816563e-02,1.583596482645290848e+00
-5.842617758644710335e-01,3.670591033532010772e-01,3.646865312124006331e-01,4.213071647418813459e-01
-4.583941074734791676e-02,1.749406848366154843e-01,1.760658956883636161e-01,6.860760757274269039e-01
2.846398644758470209e-02,5.404818946296609250e-02,5.277492631982149546e-02,-8.838066188683050273e-01
3.605648136622357450e-03,1.549404140582104072e-01,1.574083017058483247e-01,9.241342867775665937e-01
1.244777195834269046e-01,-1.494969596284516089e-01,-1.549125948919773954e-01,-1.748346285639596598e+00
1.329090151149354970e-01,-3.676730988534215316e-01,-3.623756685264641897e-01,1.921680542293797422e-01
5.172129433383738928e-02,-3.337721575204084523e-01,-3.345462362840522785e-01,1.738364612330156947e-02
-1.214304761118898401e-01,7.038298178374886860e-02,6.744061927400038514e-02,1.573553940294889708e+00
-3.498372937095750590e-02,-1.418087748748746990e-01,-1.401121420371986837e-01,-1.773842592317288247e+00
-1.055666963771920291e-01,-5.336995001188304943e-02,-5.401788063316614874e-02,1.407427318175455744e+00
-1.500912800701162675e-01,1.326141294519422031e-01,1.330440679212371302e-01,-1.256954583150129146e-01
-3.134660899940371753e-02,-2.236714108745862517e-01,-2.264860450857797136e-01,-1.307266755773980993e+00
-1.702038906865895318e-01,8.128720323475231713e-02,8.040172390927718959e-02,1.974965766740805817e+00
-2.084823402162302997e-01,3.697584554121159939e-01,3.716272214278818486e-01,-5.080019420181330903e-02
-1.020644608247771590e-01,2.470747921320418372e-01,2.489750064230065729e-01,-4.544759228003782958e-01
1.434183607378208608e-03,2.537705193638054371e-02,2.590561108586428643e-02,-6.077564299960639405e-01
6.246562407210302925e-02,-2.101502095210361354e-01,-2.105087233209023134e-01,-5.635089383005894570e-01
